neuron_id,explanation_1,explanation_2
layer_2_neuron_173,Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase activity and similar secondary structure fractions.,"Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase activity, featuring similar secondary structure composition and instability indexes."
layer_2_neuron_170,"Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically mycotoxin and aurasperone B biosynthesis, through heme and iron ion binding with monooxygenase and oxidoreductase activity.",Both sequences encode cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis pathways in fungi.
layer_2_neuron_176,Neuron layer_2_neuron_176 strongly activates for proteins involved in DNA binding and biosynthetic processes with low hydrophobic moments.,Neuron: layer_2_neuron_176 activates strongly for sequences with high charges and distinct functions related to DNA binding or enzymatic activity in specific biosynthetic pathways.
layer_2_neuron_177,"The sequences are associated with cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically the production of mycotoxins and aurasperone B in fungi.","Both sequences are cytochrome P450 monooxygenases involved in fungal secondary metabolite biosynthesis, utilizing heme and iron ion binding for monooxygenase activity."
layer_2_neuron_167,"Neuron layer_2_neuron_167 strongly activates for sequences involved in NAD(P) binding and oxidoreductase activities, often participating in secondary metabolite and carbohydrate degradation pathways.","Neuron layer_2_neuron_167 activates strongly for sequences involved in oxidoreductase activity, specifically those catalyzing reduction reactions in various biosynthetic and metabolic pathways."
layer_2_neuron_171,Neuron layer_2_neuron_171 strongly activates for multi-pass membrane proteins involved in signaling or transport.,Neuron layer_2_neuron_171 strongly activates for proteins that are multi-pass membrane proteins involved in cellular transport and signaling.
layer_2_neuron_175,"Both sequences are associated with cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites in fungi, specifically participating in the production of complex organic compounds through oxidation reactions.","Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, acting as oxidoreductases with heme and iron ion binding capabilities."
layer_2_neuron_183,"Neuron layer_2_neuron_183 is strongly activated by proteins involved in biosynthetic processes, particularly those associated with cytochrome P450 monooxygenase activity and transmembrane transport.",Neuron layer_2_neuron_183 strongly activates for sequences involved in biosynthetic processes and functions related to membrane-associated proteins with enzymatic and transport activities.
layer_2_neuron_164,Neuron layer_2_neuron_164 strongly activates with sequences involved in NAD biosynthesis and oxidoreductase activity.,The neuron strongly activates for proteins involved in NAD biosynthesis and associated enzymatic functions.
layer_2_neuron_186,"Both sequences are involved in the glutathione metabolic process, with one lacking enzymatic activity and the other having glutathione transferase activity.",Neuron layer_2_neuron_186 strongly activates for proteins involved in the glutathione metabolic process.
layer_2_neuron_181,Strong activation in neuron layer_2_neuron_181 is associated with uncharacterized proteins involved in membrane-associated functions and enzyme activities from various bacteria.,"Membrane-associated proteins with transmembrane transporter or hydrolase activity, found in bacteria."
layer_2_neuron_187,"Both sequences are involved in regulatory functions related to transcription, with specific binding activities and roles in biosynthetic processes.","Neuron layer_2_neuron_187 strongly activates for proteins involved in DNA-binding transcription factor activity, particularly those associated with biosynthetic processes and ion binding functions."
layer_2_neuron_180,"These sequences activate the neuron by exhibiting enzymatic functions involving folate-dependent tRNA methylation and D-xylose metabolism, with a common characteristic of nucleotide binding.","Both sequences are enzymes involved in specific biological processes and catalytic activities, related to tRNA modification and D-xylose catabolism, respectively."
layer_2_neuron_178,The shared biological feature of the sequences where the neuron strongly activates is their role in secondary metabolite biosynthesis involving specific oxidoreductase activities and pathways in fungi.,Both sequences activate the neuron by being involved in the biosynthesis of secondary metabolites and feature oxidoreductase activity.
layer_2_neuron_159,"The sequences that strongly activate neuron layer_2_neuron_159 are associated with proteins involved in amino acid biosynthesis and one-carbon metabolism, characterized by a balanced secondary structure distribution and moderate molecular weight.","The sequences share features of proteins involved in metabolic processes, specifically linked to tetrahydrofolate interconversion and amino acid biosynthesis, with a focus on enzymatic activities and cytoplasmic localization."
layer_2_neuron_168,"The neuron strongly activates for sequences of the Early Growth Response Protein 1 (EGR-1), a transcriptional regulator involved in DNA binding and transcription regulation across different species, primarily located in the nucleus and cytoplasm, and linked to processes such as transcription regulation, response to growth factors, and circadian gene expression.","Neuron layer_2_neuron_168 is strongly activated by sequences of the Early growth response protein 1 (EGR-1), a transcriptional regulator involved in DNA binding and transcription regulation, found in the nucleus and cytoplasm of organisms like Taeniopygia guttata and Gallus gallus, and plays roles in processes such as response to growth factors, DNA damage, ischemia, and circadian gene expression."
layer_2_neuron_185,"Neuron layer_2_neuron_185 strongly activates for sequences with a high Boman index, indicating proteins with potential interaction capabilities.","Neuron layer_2_neuron_185 strongly activates for sequences with proteins involved in specific molecular functions, characterized by unique physicochemical properties such as an atypical charge and hydrophobicity profile."
layer_2_neuron_179,"Both sequences are cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites in fungi, specifically in the production of mycotoxins and naphthopyrones, through heme and iron ion binding and monooxygenase activity.",Both sequences are associated with cytochrome P450 monooxygenases involved in fungal secondary metabolite biosynthesis pathways.
layer_2_neuron_174,Bifunctional enzyme IspD/IspF catalyzes reactions in the isopentenyl diphosphate biosynthetic process via the methylerythritol 4-phosphate pathway in Brucella species.,"The neuron strongly activates for sequences involved in isopentenyl diphosphate biosynthesis via the methylerythritol 4-phosphate pathway, specifically catalyzing reactions performed by the bifunctional enzyme IspD/IspF in Brucella species."
layer_2_neuron_184,"Both sequences are associated with proteins from bacterial organisms and have relatively high instability indices, suggesting potential structural instability.","Both sequences are from proteins involved in regulatory functions in bacteria, with features suggesting moderate instability and mixed structural content."
layer_2_neuron_182,Shared biological feature: Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis and heme/iron ion binding.,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, including mycotoxin and aurasperone B production, characterized by monooxygenase and oxidoreductase activities with heme and iron ion binding."
layer_2_neuron_192,"The shared biological feature is that the neuron strongly activates for sequences involved in oxidation-reduction processes within metabolic pathways, specifically for enzymes with dehydrogenase and reductase activities.","Both sequences correspond to enzymes involved in oxidation-reduction reactions, with one participating in the tricarboxylic acid cycle and the other in secondary metabolite biosynthesis."
layer_2_neuron_188,Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase-related activity and similar secondary structure compositions.,"Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase-related activities, sharing structural features such as similar secondary structure fractions and instability indices."
layer_2_neuron_191,Glutathione S-transferase enzymes from Drosophila species involved in glutathione metabolism and DDT dehydrochlorinase activity.,The neuron strongly activates for sequences of Glutathione S-transferase 1-1 involved in the glutathione metabolic process and DDT-dehydrochlorinase activity from different Drosophila species.
layer_2_neuron_193,Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis and mycotoxin production.,Neuron layer_2_neuron_193 strongly activates for sequences involved in cytochrome P450 monooxygenase activity within secondary metabolite biosynthesis pathways in fungi.
layer_2_neuron_195,"Shared biological features: Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase-related molecular functions, featuring similar secondary structure compositions and high boman indices.","Both sequences represent uncharacterized proteins with hydrolase activity from Mycobacterium species, showing moderate helix, turn, and sheet fractions, and are associated with serine/threonine phosphatase activity."
layer_2_neuron_196,"Both sequences are associated with cytochrome P450 monooxygenases involved in fungal secondary metabolite biosynthesis, specifically producing complex organic compounds through oxidative reactions.",Both sequences represent cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites in fungi.
layer_2_neuron_194,"The neuron strongly activates for sequences involved in the biosynthesis of coenzyme F420, specifically 2-phospho-L-lactate guanylyltransferases with GTP binding activity.","The neuron layer_2_neuron_194 strongly activates for sequences associated with the enzyme 2-phospho-L-lactate guanylyltransferase, involved in the coenzyme F420 biosynthesis pathway, specifically catalyzing the activation of (2S)-2-phospholactate with GTP."
layer_2_neuron_190,"Cytochrome P450 monooxygenases from fungi, involved in secondary metabolite biosynthesis, catalyze specific oxidation reactions in the pathways for mycotoxin (Penicillium crustosum) and aurasperone B (Aspergillus niger) production.","Both sequences are associated with cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites, specifically mycotoxins and other complex organic compounds, and share molecular functions such as heme binding, iron ion binding, and oxidoreductase activity."
layer_2_neuron_198,"Neuron layer_2_neuron_198 strongly activates for sequences related to glutathione S-transferase activity, involved in detoxification processes, and present in plants like Arabidopsis thaliana and Nicotiana tabacum.","Both sequences are glutathione S-transferases involved in detoxification processes, with catalytic activity centered on glutathione transferase activity, from Arabidopsis thaliana and Nicotiana tabacum, respectively."
layer_2_neuron_197,"Neuron layer_2_neuron_197 strongly activates for sequences involved in biosynthesis pathways, specifically secondary metabolite biosynthesis and peptidoglycan biosynthesis, with functions related to oxidoreductase activity and cell wall formation.","The neuron strongly activates for sequences involved in biosynthetic pathways, specifically secondary metabolite biosynthesis and peptidoglycan biosynthesis, with functions in enzymatic reactions such as oxidation-reduction and cell wall formation."
layer_2_neuron_132,"Proteins are uncharacterized hydrolases with phosphatase activity from Mycobacterium species, featuring moderate helix, turn, and sheet fractions.",Shared biological features: Uncharacterized hydrolase/phosphatase proteins with mixed secondary structures from Mycobacterium species.
layer_2_neuron_189,Neuron: layer_2_neuron_189 strongly activates for proteins with high isoelectric points and specific regulatory functions in bacterial organisms.,"Neuron: layer_2_neuron_189 strongly activates for proteins with high isoelectric points, a mix of secondary structures, and roles in membrane-related processes or bacterial gene regulation."
layer_2_neuron_202,"Neuron layer_2_neuron_202 strongly activates for sequences of enzymes involved in redox reactions, particularly those binding NAD/NADP and functioning in biosynthetic or metabolic pathways.",Neuron layer_2_neuron_202 strongly activates for sequences involved in NAD(P) binding and oxidoreductase activity within metabolic pathways in fungi.
layer_2_neuron_203,"Neuron layer_2_neuron_203 is strongly activated by sequences that encode high-affinity melatonin receptors located in cell membranes, functioning through pertussis toxin-sensitive G proteins.","Both sequences are high affinity melatonin receptors located in the cell membrane, involved in G protein-coupled receptor signaling and inhibiting adenylate cyclase activity."
layer_2_neuron_201,"Both sequences are associated with enzymes that exhibit esterase activity, participating in specific metabolic pathways involving the breakdown of complex molecules through hydrolysis.","Neuron layer_2_neuron_201 strongly activates for sequences involved in enzymatic catalysis of esters, participating in polyketide and chlorophyll degradation pathways."
layer_2_neuron_206,"Both sequences are associated with enzymes involved in specific biochemical processes, exhibiting strong enzymatic activities such as monooxygenase and hydrolase functions, as indicated by their molecular functions and high protein charges.","Neuron layer_2_neuron_206 is activated by sequences associated with enzymes involved in complex biosynthetic pathways, particularly those related to secondary metabolite and mycotoxin biosynthesis, featuring functions like cytochrome P450 monooxygenase activity and hydrolase activity."
layer_2_neuron_199,"Both sequences are cytochrome P450 monooxygenases involved in biosynthesis pathways of secondary metabolites in fungi, with key functions in catalyzing oxidative reactions essential for producing complex compounds like mycotoxins and naphthopyrones.",Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis and facilitate oxidative reactions within their respective biosynthetic pathways.
layer_2_neuron_200,Neuron layer_2_neuron_200 activates for proteins with hydrolase and guanylyltransferase activities involved in metabolic processes.,"Neuron layer_2_neuron_200 strongly activates for sequences from proteins involved in hydrolase activity and coenzyme biosynthesis, with specific focus on those with notable molecular functions and moderate structural stability."
layer_2_neuron_208,"Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase activity, featuring similar structural properties such as moderate helix, turn, and sheet fractions, and comparable instability and aliphatic indices.",Neuron layer_2_neuron_208 activates on sequences of uncharacterized proteins with hydrolase and phosphatase activity from Mycobacterium species.
layer_2_neuron_204,"Both sequences are characterized by their glutathione S-transferase-like protein structure and transferase activity, involved in translational elongation, with a similar molecular weight and isoelectric point, but found in different fungal organisms.","Glutathione S-transferase-like proteins involved in translational elongation and transferase activity, with similar molecular weights, isoelectric points, and secondary structure fractions, are shared features."
layer_2_neuron_215,Both sequences are associated with DNA binding functions and exhibit low aliphatic indices and negative hydrophobic moments.,Neuron layer_2_neuron_215 strongly activates for sequences involved in DNA binding and biosynthetic processes.
layer_2_neuron_213,Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis through monooxygenase and oxidoreductase activities.,"Both sequences are associated with cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically in the production of complex compounds through oxidative reactions."
layer_2_neuron_210,"Both sequences are cytochrome P450 monooxygenases involved in specific secondary metabolite biosynthesis pathways in fungi, utilizing heme and iron ion binding for monooxygenase activity.","Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, catalyzing oxidative reactions in fungal organisms."
layer_2_neuron_218,"Both sequences are associated with proteins involved in receptor or enzymatic activities critical for cellular signaling and structural processes, one in cytokine receptor activity in mice and the other in bacterial cell wall biosynthesis.",Both sequences are associated with proteins involved in specific biological processes: cytokine receptor activity in mammals and peptidoglycan biosynthesis in bacteria.
layer_2_neuron_209,Neuron layer_2_neuron_209 strongly activates for sequences with high isoelectric points and specific protein functions associated with biosynthetic processes and monooxygenase activities.,"Both sequences are proteins with high isoelectric points and diverse structural features, including significant helix, turn, and sheet fractions, indicating a propensity for complex secondary structures."
layer_2_neuron_212,"Neuron layer_2_neuron_212 strongly activates in proteins involved in biosynthetic pathways, specifically secondary metabolite biosynthesis and peptidoglycan biosynthesis.",Both sequences are associated with enzymes involved in biosynthetic pathways: one in secondary metabolite biosynthesis (usterphenyllins and uscandidusins) and the other in peptidoglycan biosynthesis for cell wall formation.
layer_2_neuron_214,Probable nicotinate-nucleotide adenylyltransferase involved in NAD biosynthesis from Tropheryma whipplei.,Probable nicotinate-nucleotide adenylyltransferase from Tropheryma whipplei involved in NAD biosynthesis with ATP binding and adenylyltransferase activity.
layer_2_neuron_217,"Both sequences are involved in protein modification processes, with one functioning in chaperone-mediated protein folding and the other in tRNA modification.","The shared biological feature is that both proteins are involved in catalytic activities related to protein or tRNA modification and stabilization, functioning within different subcellular locations specific to their respective organisms."
layer_2_neuron_216,"The sequences strongly activating neuron layer_2_neuron_216 are associated with the enzyme 2-phospho-L-lactate guanylyltransferase, involved in coenzyme F420 biosynthesis and found in Methanosarcina species, catalyzing the conversion of 2-phospholactate and GTP.","Neuron layer_2_neuron_216 strongly activates for sequences involved in the biosynthesis of coenzyme F420, specifically 2-phospho-L-lactate guanylyltransferases with GTP binding and phospholactate guanylyltransferase activity in Methanosarcina species."
layer_2_neuron_207,"Neuron layer_2_neuron_207 strongly activates for sequences associated with proteins involved in binding and assembly, located in plastids or secreted in the cell wall, with low isoelectric points and unique protein names.","The sequences strongly activating neuron layer_2_neuron_207 share features of involvement in plants, low isoelectric points, and participation in subcellular processes related to chloroplasts or cell walls."
layer_2_neuron_219,Neuron layer_2_neuron_219 strongly activates for sequences involved in transmembrane or enzymatic activities related to biosynthetic processes.,Neuron layer_2_neuron_219 activates for sequences involved in membrane-associated transport and secondary metabolite biosynthesis.
layer_2_neuron_226,Shared biological features: Both sequences are enzymes with metal ion binding activity involved in specific biochemical processes.,Both sequences are associated with zinc-binding proteins involved in specific catalytic processes: the first in mycothiol biosynthesis and the second in protein catabolism.
layer_2_neuron_229,Bifunctional enzyme IspD/IspF involved in isoprenoid biosynthesis via the methylerythritol 4-phosphate pathway in Brucella species.,The neuron strongly activates for bifunctional enzymes involved in the isopentenyl diphosphate biosynthesis via the methylerythritol 4-phosphate pathway in Brucella species.
layer_2_neuron_231,"The neuron strongly activates for uncharacterized proteins from Mycobacterium species with hydrolase or phosphatase activity, featuring comparable structural properties and stability indices.","Uncharacterized proteins from Mycobacterium species with hydrolase activity, featuring high charge and balanced secondary structure."
layer_2_neuron_230,Neuron layer_2_neuron_230 strongly activates for sequences involved in transcription regulation and nucleotide-related biosynthesis processes.,Both sequences are characterized by high instability indices and are involved in transcription regulation or biosynthetic processes.
layer_2_neuron_223,Neuron layer_2_neuron_223 strongly activates for sequences involved in transcription regulation and glycolytic processes.,Neuron layer_2_neuron_223 activates on sequences involved in transcription regulation and glycolysis-related catalytic activities.
layer_2_neuron_205,"Both sequences are involved in enzymatic functions, with the first associated with protein serine/threonine phosphatase activity and the second with serine hydroxymethyltransferase activity, indicating a shared role in catalyzing biochemical reactions.","Both sequences are proteins involved in enzymatic activities with significant roles in metabolic processes, with one being a serine/threonine phosphatase and the other a serine hydroxymethyltransferase, and both exhibit structural features conducive to enzymatic function."
layer_2_neuron_233,"Shared biological features: Both sequences are involved in membrane-associated functions or processes, with the first being a multi-pass membrane protein with transmembrane transporter activity in *Escherichia coli* and the second involved in the isoprenoid biosynthetic pathway in *Brucella suis*.",The strongly activating sequences are associated with proteins involved in membrane localization and transmembrane transport or biosynthetic pathways.
layer_2_neuron_222,Neuron layer_2_neuron_222 activates for proteins involved in membrane transport or metabolic processes with diverse structural features.,"Neuron layer_2_neuron_222 activates for proteins involved in membrane transport and carbohydrate metabolism, with diverse subcellular locations and catalytic functions."
layer_2_neuron_221,"Both sequences are associated with proteins involved in the glutathione metabolic process, despite one being inactive.","Both sequences are associated with proteins involved in the glutathione metabolic process, with varying glutathione transferase activities across different organisms."
layer_2_neuron_224,"Cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, specifically in the biosynthesis of mycotoxins and other complex organic compounds.","Cytochrome P450 monooxygenases involved in fungal secondary metabolite biosynthesis, specifically for mycotoxins and dimeric gamma-naphthopyrones."
layer_2_neuron_228,"Both sequences are associated with membrane-bound enzymes involved in mannosyltransferase activities, crucial for polysaccharide biosynthesis, with functions related to cellular development and organization in plants and insects.","Both sequences activate neuron layer_2_neuron_228 and encode enzymes with mannosyltransferase activity, which are multi-pass membrane proteins involved in glycosylation processes in different organisms."
layer_2_neuron_232,"Neuron layer_2_neuron_232 strongly activates for proteins involved in biosynthetic processes, specifically related to cell wall formation and secondary metabolite synthesis.",Neuron layer_2_neuron_232 strongly activates in proteins involved in biosynthetic pathways related to cell wall formation and secondary metabolite production.
layer_2_neuron_235,"Both sequences are uncharacterized proteins from Mycobacterium species with hydrolase activity, featuring similar secondary structure fractions and stability indices.","Both sequences correspond to uncharacterized proteins from Mycobacterium species with hydrolase activity, including a focus on protein serine/threonine phosphatase activity, and share similar structural properties such as moderate helix and sheet fractions."
layer_2_neuron_234,Neuron layer_2_neuron_234 strongly activates for sequences of proteins involved in DNA-binding transcription regulation with high instability indices.,Neuron layer_2_neuron_234 strongly activates for sequences involved in transcription regulation with high instability index and low isoelectric points.
layer_2_neuron_211,"Both sequences are NAD(P)-binding enzymes involved in specific biochemical pathways: the first catalyzes oxidative decarboxylation in carbohydrate degradation, and the second is part of a nonribosomal peptide synthetase pathway for secondary metabolite biosynthesis.","Both sequences represent enzymes involved in metabolic processes, featuring NAD(P) binding and oxidoreductase activities, with one involved in carbohydrate degradation via the pentose phosphate pathway and the other in secondary metabolite biosynthesis."
layer_2_neuron_227,Both sequences are associated with enzymes that utilize pyridoxal phosphate as a cofactor and are involved in biosynthetic processes: the first in amino acid biosynthesis and the second in mycotoxin biosynthesis.,Both sequences are associated with enzymes involved in biosynthetic processes and require pyridoxal phosphate for their activity.
layer_2_neuron_225,Neuron layer_2_neuron_225 strongly activates for sequences that are structural proteins with high helix and turn fractions.,"Neuron layer_2_neuron_225 strongly activates for sequences related to structural proteins in cuticles and allergens, characterized by varying molecular weights, isoelectric points, and secondary structure fractions."
layer_2_neuron_220,Both sequences are secreted bradykinin-potentiating peptides from Bothrops neuwiedi that inhibit angiotensin-converting enzyme and regulate blood pressure as indirect hypotensive agents.,"Neuron layer_2_neuron_220 strongly activates for secreted bradykinin-potentiating peptides from Bothrops neuwiedi, characterized by peptidase inhibitor activity and involvement in blood pressure regulation."
layer_2_neuron_239,Neuron layer_2_neuron_239 strongly activates for sequences involved in biosynthesis pathways and containing proteins with binding and enzymatic functions.,Neuron: layer_2_neuron_239 strongly activates in proteins involved in biosynthesis pathways with functions related to oxidoreductase activity and nonribosomal peptide synthetase roles.
layer_2_neuron_241,"Neuron: layer_2_neuron_241 activates for sequences involved in biosynthetic processes or immune response modulation, with lyase activity or virulence factor functions.","The sequences are associated with proteins involved in modifying host immune response pathways and biosynthetic processes, specifically in organisms like Sinorhizobium fredii and Monkeypox virus."
layer_2_neuron_238,"Both sequences are from uncharacterized proteins in Mycobacterium species with hydrolase activity, share similar structural features such as helix, turn, and sheet fractions, and exhibit a phosphatase-related molecular function.","Both sequences are uncharacterized proteins from mycobacterial species with hydrolase activity, exhibiting similar structural features like helix, turn, and sheet fractions."
layer_2_neuron_240,The neuron strongly activates for sequences of bifunctional enzymes involved in the methylerythritol 4-phosphate pathway for isopentenyl diphosphate biosynthesis in Brucella species.,The neuron strongly activates for bifunctional enzymes involved in the isopentenyl diphosphate biosynthesis via the methylerythritol 4-phosphate (MEP) pathway in Brucella species.
layer_2_neuron_246,"Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis, heme and iron ion binding, and demonstrate oxidoreductase activity.",The neuron strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis and monooxygenase activity through heme and iron ion binding.
layer_2_neuron_236,"Both sequences are proteins with significant differences in molecular weight and isoelectric points, but they share similar structural features with a mix of helices, turns, and sheets, and are associated with bacterial organisms.","The sequences activate the neuron due to features like moderate to high gravy index, a balanced secondary structure composition, and involvement in metabolic processes, specifically in organisms Pseudomonas aeruginosa and Mycobacterium tuberculosis."
layer_2_neuron_243,Neuron layer_2_neuron_243 strongly activates for sequences with high charge and involvement in defense or allergenic responses.,"Neuron layer_2_neuron_243 strongly activates for sequences with high charge at pH 7, low stability, and high Boman index, indicating potential allergenic or antifungal properties."
layer_2_neuron_237,Both sequences are proteins involved in transport and metabolic processes within cellular membranes.,Both sequences feature proteins with membrane-associated functions and involvement in complex transport or biosynthetic processes.
layer_2_neuron_245,Neuron layer_2_neuron_245 strongly activates for proteins involved in signaling and regulatory pathways with low hydrophobicity and high instability.,"Sequences share involvement in signaling pathways and metabolic processes, despite differing organisms and specific functions."
layer_2_neuron_248,"Neuron layer_2_neuron_248 activates strongly for sequences involved in the biosynthesis of secondary metabolites, particularly sesquiterpenes and p-terphenyl derivatives, with oxidoreductase activity.","Neuron: layer_2_neuron_248 strongly activates for proteins involved in secondary metabolite biosynthesis, specifically those functioning as oxidoreductases in fungal pathways."
layer_2_neuron_242,Neuron layer_2_neuron_242 activates for sequences involved in neurotransmitter signaling pathways.,Both sequences are associated with neurotransmitter or neuromodulator functions within signaling pathways.
layer_2_neuron_244,"Both neurons strongly activate sequences associated with multi-pass membrane proteins involved in ion transport and homeostasis, located in cellular membranes, with functions related to metal or amino acid transport.",Both sequences are associated with multi-pass membrane proteins involved in ion transport or the movement of molecules across membranes.
layer_2_neuron_247,"Both sequences are part of cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites, specifically acting in processes that require heme and iron ion binding, monooxygenase, and oxidoreductase activities.","Both sequences are cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis in fungi, specifically acting as oxidoreductases with heme and iron ion binding capabilities."
layer_2_neuron_250,"The shared biological feature of the strongly activating sequences is their involvement in biosynthetic processes and pyridoxal phosphate binding, with one catalyzing serine-glycine interconversion in one-carbon metabolism and the other participating in fumonisin biosynthesis in fungi.","Neuron: layer_2_neuron_250 activates for proteins involved in pyridoxal phosphate binding and biosynthetic processes, particularly those catalyzing amino acid conversions or participating in complex metabolic pathways."
layer_2_neuron_252,"Uncharacterized proteins from Mycobacterium species with hydrolase or phosphatase activities, moderate helix and sheet content, and close to neutral isoelectric points.","Uncharacterized proteins from Mycobacterium species with hydrolase or phosphatase activity, moderate helix and sheet fractions, and comparable molecular weights."
layer_2_neuron_253,The shared biological feature of the sequences is their involvement in specific biosynthetic processes: cytochrome P450 monooxygenase in mycotoxin biosynthesis and alpha-galactosidase in hydrolysis of galactosidic residues.,Neuron layer_2_neuron_253 strongly activates for proteins involved in specific enzymatic activities related to secondary metabolite biosynthesis and carbohydrate modification.
layer_2_neuron_249,Neuron layer_2_neuron_249 strongly activates for proteins involved in membrane localization and transmembrane functions.,Neuron layer_2_neuron_249 strongly activates for sequences associated with membrane proteins involved in transmembrane transport and signaling functions.
layer_2_neuron_265,"Both sequences are involved in NAD(P)-dependent oxidoreductase activity, contributing to metabolic pathways in fungi.","Neuron layer_2_neuron_265 activates strongly for sequences involved in NAD(P)-dependent oxidoreductase activity, contributing to secondary metabolite biosynthesis and carbohydrate degradation pathways."
layer_2_neuron_260,The neuron strongly activates for sequences of nicotinate-nucleotide adenylyltransferase involved in NAD biosynthesis with ATP binding function in Frankia species.,"Neuron layer_2_neuron_260 strongly activates for sequences involved in the NAD biosynthetic process, specifically catalyzing the adenylation of nicotinate mononucleotide to nicotinic acid adenine dinucleotide, found in Frankia species."
layer_2_neuron_254,"Both sequences are enzymes involved in biosynthetic pathways, with the first participating in secondary metabolite biosynthesis in Aspergillus ustus and the second in the isopentenyl diphosphate biosynthesis via the DXP pathway in Brucella abortus.","Both sequences are involved in biosynthetic pathways, with the first being part of secondary metabolite biosynthesis in Aspergillus ustus and the second participating in isopentenyl diphosphate biosynthesis in Brucella abortus."
layer_2_neuron_268,"Both sequences are involved in ATP-dependent processes, with the first sequence related to phosphate transport and the second to peptidoglycan biosynthesis.",Neuron layer_2_neuron_268 strongly activates for proteins involved in ATP-dependent transport and biosynthesis processes.
layer_2_neuron_259,Neuron: layer_2_neuron_259 activates on sequences associated with transmembrane or secreted proteins involved in transport or cellular interactions.,Neuron layer_2_neuron_259 activates for proteins involved in membrane localization and transmembrane activities.
layer_2_neuron_263,"The sequences that strongly activate the neuron are characterized by their involvement in metabolic processes, moderate helix and sheet fractions, and their presence in diverse organisms.","Both sequences feature proteins with moderate helix, turn, and sheet fractions, and they show a relatively low hydrophobic moment."
layer_2_neuron_255,Neuron layer_2_neuron_255 strongly activates for secreted FMRFamide-like neuropeptides involved in the neuropeptide signaling pathway in Macrobrachium rosenbergii.,The neuron strongly activates for secreted FMRFamide-like neuropeptides involved in the neuropeptide signaling pathway from Macrobrachium rosenbergii.
layer_2_neuron_258,Both sequences are from bacterial proteins that are involved in antibiotic resistance and have a high instability index.,"Both sequences are associated with proteins that interact with antibiotics, potentially altering ribosomal function and resistance mechanisms."
layer_2_neuron_261,"Both sequences are enzymes involved in biosynthetic processes, with the first facilitating serine to glycine conversion and the second participating in fumonisin biosynthesis, and both bind pyridoxal phosphate.",Both sequences are involved in amino acid metabolism and require pyridoxal phosphate for their enzymatic activity.
layer_2_neuron_251,"Neuron layer_2_neuron_251 activates for proteins involved in RNA binding and translation regulation, and zinc ion transport and homeostasis.",Neuron layer_2_neuron_251 strongly activates for proteins involved in RNA binding and translation regulation or zinc ion transport and homeostasis.
layer_2_neuron_266,Shared biological feature: Both sequences are related to glutathione S-transferase proteins involved in detoxification and glutathione metabolic processes.,"Both sequences are associated with proteins involved in glutathione-related processes, specifically in detoxification or metabolic pathways, with the first sequence having enzymatic activity and the second being inactive."
layer_2_neuron_262,Both sequences are associated with cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis through oxidative processes in fungi.,Both sequences are associated with cytochrome P450 monooxygenases involved in the biosynthesis of secondary metabolites in fungi.
layer_2_neuron_277,"Both sequences are from enzymes involved in specific metabolic processes, with one functioning as a protein phosphatase in Mycobacterium tuberculosis and the other as a guanylyltransferase involved in coenzyme F420 biosynthesis in Haloarcula marismortui.","The sequences activate the neuron due to their involvement in enzymatic activities with distinct organisms, characterized by specific catalytic functions and molecular processes related to coenzyme biosynthesis or phosphatase activity."
layer_2_neuron_279,Neuron layer_2_neuron_279 strongly activates for proteins involved in biosynthetic processes with redox or cyclase activities.,Neuron layer_2_neuron_279 activates for proteins involved in biosynthetic processes and redox reactions with lyase and reductase activities.
