neuron_id,explanation_1,explanation_2
layer_5_neuron_56,Strongly activates for proteins with significant hydrophilicity and substantial helix fraction.,"Strongly activates for proteins with negative gravy scores and significant sheet fractions, indicative of structural stability."
layer_5_neuron_69,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with high molecular weights and a negative gravy score.
layer_5_neuron_62,Strongly activates for viral movement proteins involved in cell-to-cell transport across host membranes.,Strongly activates for movement proteins involved in viral genome transport and host cell propagation.
layer_5_neuron_68,"""Strongly activates for BTB/POZ domain-containing proteins involved in neuronal differentiation and ubiquitination.""","""Strongly activates for BTB/POZ domain-containing proteins involved in neuronal differentiation and protein ubiquitination."""
layer_5_neuron_66,Strongly activates for proteins involved in secondary metabolite biosynthesis processes with negative gravy scores.,Strongly activates for proteins involved in secondary metabolite biosynthetic processes with a negative gravy score.
layer_5_neuron_70,Strongly activates for proteins involved in secondary metabolite biosynthesis with specific oxidoreductase activities.,"""Strongly activates for sequences of cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis."""
layer_5_neuron_77,Strongly activates for proteins with negative gravy scores involved in enzymatic activities related to biosynthesis and DNA replication.,Strongly activates for proteins with negative gravy scores involved in ATP binding and biosynthetic processes.
layer_5_neuron_55,"Strongly activates for proteins with moderate to high molecular weight, negative gravy scores, and significant helix and sheet fractions.",Strongly activates for sequences of proteins with low isoelectric points and significant helix fractions.
layer_5_neuron_78,"Strongly activates for proteins with moderate to high molecular weights, predominantly with negative gravy scores.",Strongly activates for proteins with a high charge at pH 7 and a significant presence of beta-sheet structures.
layer_5_neuron_73,Strongly activates for proteins with significant hydrophilic character (negative gravy scores) and involvement in metabolic processes.,"""Strongly activates for proteins involved in oxidative decarboxylation and biosynthetic processes, with negative gravy scores."""
layer_5_neuron_67,Strongly activates for proteins with a urate oxidase activity involved in purine catabolism.,"""Strongly activates for sequences of urate oxidases involved in purine metabolism."""
layer_5_neuron_74,Strongly activates for protein sequences with negative gravy scores and high charge at pH 7.,"""Strongly activates for proteins with high positive charge at pH 7 and low gravy scores."""
layer_5_neuron_83,Strongly activates for sequences with polyubiquitin characteristics exhibiting significant roles in protein degradation and cellular signaling.,Strongly activates for proteins with high molecular weight involved in enzymatic activities related to metabolism.
layer_5_neuron_81,Strongly activates for sequences of multi-pass membrane proteins with G protein-coupled receptor activity.,Strongly activates for multi-pass membrane proteins with significant olfactory receptor activity.
layer_5_neuron_75,Strongly activates for protein sequences with negative gravy scores and a significant helical structure fraction.,"""Strongly activates for proteins with high charge at pH 7 and significant sheet fractions."""
layer_5_neuron_79,Strongly activates for proteins with negative gravy scores and varying isoelectric points.,Strongly activates for proteins with a negative gravy score and substantial helix fraction.
layer_5_neuron_76,"Strongly activates for proteins with significant membrane localization and diverse structural features, including varied helix and sheet fractions.",Strongly activates for sequences of multi-pass membrane proteins involved in transmembrane transport processes.
layer_5_neuron_71,Strongly activates for secreted effector proteins involved in mediating bacterial evasion from host autophagic pathways.,"""Strongly activates for secreted effector proteins involved in bacterial evasion from the host autophagic pathway."""
layer_5_neuron_84,Strongly activates for proteins with high molecular weights and predominantly negative gravy scores.,Strongly activates for proteins with negative gravy scores and specific roles in transcription regulation or DNA binding.
layer_5_neuron_72,Strongly activates for multi-pass membrane proteins with positive charge at pH 7.,Strongly activates for multi-pass membrane proteins with significant structural sheet fractions.
layer_5_neuron_85,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with negative gravy scores and high helix fractions.
layer_5_neuron_82,Strongly activates for proteins with negative gravy scores involved in neuronal differentiation and ubiquitination.,"Strongly activates for proteins with negative gravy scores and mol weights around 24,000-26,300 Da involved in neuronal differentiation and ubiquitination."
layer_5_neuron_80,Strongly activates for proteins with high molecular weight and significant sheet fractions involved in transmembrane transport.,Strongly activates for proteins with high molecular weights (>23 kDa) involved in transmembrane transport processes.
layer_5_neuron_96,Strongly activates for proteins with high molecular weights and negative gravy scores.,"Strongly activates for proteins with high molecular weight (>25 kDa) and negative gravy scores, indicating hydrophilicity."
layer_5_neuron_89,Strongly activates for proteins with significant helix and sheet fractions involved in metabolic or biosynthetic processes.,Strongly activates for proteins with a high helix fraction involved in metabolic processes.
layer_5_neuron_87,Strongly activates for sequences of chloroplast-localized proteins with mRNA binding functions.,Strongly activates for sequences of pentatricopeptide repeat-containing proteins involved in mRNA binding and translation regulation within chloroplasts.
layer_5_neuron_92,Strongly activates for proteins with negative gravy scores and involvement in metabolic processes.,"""Strongly activates for proteins with moderate helix and sheet fractions, suggesting structural versatility."""
layer_5_neuron_86,"Strongly activates for proteins with negative gravy scores and significant structural fraction compositions of helices, turns, and sheets.",Strongly activates for cytoplasmic proteins involved in catabolic processes with relatively low molecular weights and negative gravy scores.
layer_5_neuron_91,Strongly activates for proteins with high molecular weight and significant helix fraction.,"Strongly activates for proteins with a high charge at pH 7 and significant structural fractions of alpha helices, beta sheets, and turns."
layer_5_neuron_93,Strongly activates for proteins with a high molecular weight and a significant proportion of helical and sheet structures.,Strongly activates for proteins with high molecular weights and varying isoelectric points.
layer_5_neuron_94,Strongly activates for multi-pass membrane proteins involved in peptidoglycan biosynthesis with high molecular weights and positive charges.,Strongly activates for proteins involved in peptidoglycan biosynthesis with high molecular weight and positive charge at pH 7.
layer_5_neuron_97,Strongly activates for proteins with a negative gravy score involved in metabolic processes.,Strongly activates for proteins with negative gravy scores and moderate to high helix fractions.
layer_5_neuron_95,Strongly activates for multi-pass membrane proteins involved in receptor activity and ATP binding.,Strongly activates for multi-pass membrane proteins involved in receptor activities with high molecular weights and positive gravy scores.
layer_5_neuron_100,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity and high hydrophobic moments.,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.
layer_5_neuron_105,"Strongly activates for multi-pass membrane proteins involved in bacterial flagellum biosynthesis and protein secretion, with high hydrophobicity.",Strongly activates for multi-pass membrane proteins involved in flagellar biosynthesis with high hydrophobicity.
layer_5_neuron_88,"Strongly activates for eukaryotic translation initiation and elongation factors with diverse molecular weights and isoelectric points, predominantly localized in the cytoplasm.","Strongly activates for proteins with an average isoelectric point around 7.5 and negative gravy scores, indicating membrane and cytoskeletal functions."
layer_5_neuron_102,Strongly activates for viral movement proteins with negative gravy scores.,Strongly activates for sequences of proteins with negative gravy scores and varying isolectric points.
layer_5_neuron_107,Strongly activates for sequences of mitochondrial proteins with negative gravy scores and varying hydrophobicity indices.,Strongly activates for proteins with negative gravy scores and significant secondary structure content (sheet and helix fractions).
layer_5_neuron_90,"Strongly activates for proteins with significant roles in DNA repair and recombination, primarily located in the cytoplasm.","""Strongly activates for proteins involved in DNA repair and replication processes."""
layer_5_neuron_99,Strongly activates for proteins with a high instability index and negative gravy scores.,Strongly activates for proteins with negative gravy scores and significant helical content.
layer_5_neuron_98,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.,"""Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity."""
layer_5_neuron_108,Strongly activates for proteins involved in viral transport processes with a high molecular weight and negative gravy scores.,Strongly activates for viral movement proteins involved in cell-to-cell transport mechanisms.
layer_5_neuron_104,Strongly activates for proteins with negative gravy scores and significant helix fraction.,Strongly activates for proteins with negative gravy scores and significant helix fractions.
layer_5_neuron_110,Strongly activates for proteins with low GRAVY scores and involvement in ATP-binding functions.,Strongly activates for proteins with ATP binding and activity involved in transmembrane transport processes.
layer_5_neuron_103,Strongly activates for sequences of olfactory receptors with high helix and sheet fractions.,"Strongly activates for sequences of membrane proteins with high helix and sheet fractions, involved in odorant receptor activities."
layer_5_neuron_101,Strongly activates for multi-pass membrane proteins with high charge at pH 7.,Strongly activates for multi-pass membrane proteins with high charge at pH 7 and significant alpha-helix proportions.
layer_5_neuron_106,"Strongly activates for proteins with a high charge at pH 7 and balanced proportions of secondary structure elements (helix, turn, sheet).",Strongly activates for proteins with a high charge at pH 7 and a substantial sheet fraction.
layer_5_neuron_114,"""Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.""",Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.
layer_5_neuron_111,"""Strongly activates for proteins with high molecular weight, negative gravy scores, and significant charge at pH 7.""",Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_5_neuron_109,"""Strongly activates for proteins with negative gravy scores involved in catalytic activities related to nucleotide metabolism.""","Strongly activates for proteins with high charge at pH 7 and low hydropathy index, indicative of cytoplasmic enzymes."
layer_5_neuron_113,Strongly activates for acyl-CoA ligases involved in secondary metabolite biosynthesis with a tendency towards negative gravy scores.,Strongly activates for sequences of acyl-CoA ligases involved in secondary metabolite biosynthesis.
layer_5_neuron_120,"""Strongly activates for ATP-binding proteins with varying hydrophobic properties.""",Strongly activates for proteins with ATP binding functions and negative gravy scores.
layer_5_neuron_121,Strongly activates for proteins with high molecular weight and significant sheet fraction.,Strongly activates for proteins with a high charge at pH 7.
layer_5_neuron_119,Strongly activates for proteins with negative gravy scores and high molecular weights.,Strongly activates for sequences with negative gravy scores and high molecular weights.
layer_5_neuron_118,Strongly activates for sequences with high molecular weight and negative GRAVY scores.,Strongly activates for proteins with low molecular weights involved in regulatory functions.
layer_5_neuron_112,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,Strongly activates for proteins with high charge at pH 7 and a predominance of sheet structure.
layer_5_neuron_123,Strongly activates for cytoplasmic proteins involved in the regulation of DNA-templated transcription with negative gravy scores.,Strongly activates for proteins involved in anaerobic respiration with a significant presence of DNA binding and metal ion binding functions.
layer_5_neuron_116,Strongly activates for proteins with significant helix and sheet fractions involved in enzymatic and biosynthetic processes.,Strongly activates for glycoproteins with negative gravy scores involved in biosynthetic processes.
layer_5_neuron_117,Strongly activates for proteins with acidic isoelectric points and varying degrees of secondary structure elements.,Strongly activates for proteins with DNA polymerase activity and a high proportion of beta sheet content.
layer_5_neuron_124,"Strongly activates for sequences of negatively charged proteins with significant structural features, often found in membrane or nuclear locations.","Strongly activates for proteins with a high charge at pH 7 and varied secondary structure compositions, particularly those associated with membrane or cytoplasmic functions."
layer_5_neuron_122,Strongly activates for proteins with negative gravy scores and high instability indices.,Strongly activates for proteins with high molecular weights and negative gravy scores.
layer_5_neuron_128,Strongly activates for proteins with ATP binding functions and negative gravy scores.,Strongly activates for proteins with ATP-binding function and negative gravy scores.
layer_5_neuron_115,Strongly activates for sequences of tRNA dimethylallyltransferases with high molecular weight and negative gravy scores.,Strongly activates for tRNA dimethylallyltransferase proteins involved in tRNA modification.
layer_5_neuron_130,Strongly activates for proteins with high charge at pH 7 and significant helices.,Strongly activates for proteins with high charge at pH 7 and negative gravy scores.
layer_5_neuron_131,Strongly activates for proteins with high charge at pH 7 and significant helical structure.,Strongly activates for proteins with high molecular weights and negative gravy scores.
layer_5_neuron_125,Strongly activates for proteins with nuclear localization and DNA-binding transcription factor activity.,Strongly activates for proteins with negative gravy scores and DNA-binding transcription factor activity.
layer_5_neuron_126,Strongly activates for multi-pass membrane proteins with high molecular weight and significant positive charge at pH 7.,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.
layer_5_neuron_127,Strongly activates for sequences of proteins with a negative gravy score.,Strongly activates for sequences of proteins with negative gravy scores and significant sheet fraction.
layer_5_neuron_134,"Strongly activates for proteins with ATP binding function, typically involved in transport or modification processes, exhibiting low to negative gravy scores.",Strongly activates for proteins involved in ATP binding and tRNA modification with low gravy scores.
layer_5_neuron_140,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,Strongly activates for proteins with high charge at pH 7 and low gravy scores.
layer_5_neuron_135,"Strongly activates for proteins with varied isoelectric points and predominantly hydrophilic features, including significant sheet fractions.","Strongly activates for proteins with moderate to high molecular weight and varying hydrophobicity, often related to transport or enzymatic functions."
layer_5_neuron_133,Strongly activates for proteins with negative gravy scores and moderate instability indices.,Strongly activates for proteins with negative gravy scores and helix fractions around 0.3 to 0.35.
layer_5_neuron_139,Strongly activates for proteins with a low gravy score and a high charge at pH 7.,Strongly activates for proteins with high instability indices and negative gravy scores.
layer_5_neuron_137,Strongly activates for proteins with a high instability index involved in RNA polymerase activity or lipid transport.,"""Strongly activates for proteins with low isoelectric points and negative gravy scores."""
layer_5_neuron_141,Strongly activates for proteins with negative gravy scores involved in secondary metabolite biosynthetic processes.,Strongly activates for proteins with negative gravy scores and associated with secondary metabolite biosynthetic processes.
layer_5_neuron_132,Strongly activates for multi-pass membrane proteins with high isoelectric points and significant helix and sheet fractions.,Strongly activates for multi-pass membrane proteins with significant helix and sheet fractions.
layer_5_neuron_136,Strongly activates for proteins with high molecular weight and low isoelectric points.,Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.
layer_5_neuron_138,Strongly activates for sequences of proteins with high molecular weights and substantial helix and sheet fractions.,Strongly activates for proteins with high molecular weights and negative gravy scores.
layer_5_neuron_129,Strongly activates for sequences of proteins with a high molecular weight and associated with enzymatic functions in metabolic processes.,"""Strongly activates for proteins involved in hydroxylation processes with a focus on cytochrome P450 monooxygenase functions."""
layer_5_neuron_151,"Strongly activates for proteins with low molecular weight, negative GRAVY scores, and significant alpha-helix and beta-sheet content.",Strongly activates for proteins with low gravy scores and significant helix and sheet fractions.
layer_5_neuron_142,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.
layer_5_neuron_147,"""Strongly activates for highly charged protamines involved in DNA binding and chromatin condensation.""","""Strongly activates for highly charged protamines involved in chromatin condensation during spermatogenesis."""
layer_5_neuron_145,"Strongly activates for proteins involved in glycolytic and metabolic processes, typically with moderate instability indices and diverse secondary structure compositions.","Strongly activates for cytoplasmic proteins involved in metabolic processes, particularly those with a low isoelectric point."
layer_5_neuron_153,"""Strongly activates for proteins with moderate to high instability indices and functions related to metabolic processes.""","""Strongly activates for proteins involved in metabolic processes with varying molecular weights and distinct isoelectric points."""
layer_5_neuron_148,"Strongly activates for proteins with molecular weights between 16412 and 30883, and negative gravy scores indicating hydrophilicity.",Strongly activates for sequences of proteins with a negative gravy score and a high instability index.
layer_5_neuron_146,Strongly activates for proteins with low isoelectric points and negative gravy scores.,"Strongly activates for proteins with a low isoelectric point and negative gravy scores, often involved in structural roles or catalytic functions."
layer_5_neuron_149,"Strongly activates for proteins with a high proportion of helical and sheet structures, and negative gravy scores.",Strongly activates for proteins with high helix and sheet fractions.
layer_5_neuron_161,Strongly activates for proteins with negative gravy scores and high helix fractions.,Strongly activates for proteins with a high charge at pH 7 and significant alpha-helix content.
layer_5_neuron_152,Strongly activates for proteins with negative gravy scores and high molecular weights involved in metabolic processes.,"Strongly activates for proteins with moderate to high molecular weight, predominantly involved in metabolic processes such as carbohydrate degradation and steroid biosynthesis."
layer_5_neuron_160,Strongly activates for sequences with negative gravy scores and high instability indexes.,Strongly activates for proteins with negative gravy scores and varying molecular weights.
layer_5_neuron_155,Strongly activates for proteins with high molecular weight and significant helix fraction.,Strongly activates for proteins with an average molecular weight of around 46-109 kDa and a predominant sheet fraction of approximately 0.35.
layer_5_neuron_150,Strongly activates for multi-pass membrane proteins involved in lipopolysaccharide biosynthesis with negative gravy scores.,Strongly activates for multi-pass membrane proteins involved in lipopolysaccharide biosynthesis with high molecular weights and negative gravy scores.
layer_5_neuron_157,Strongly activates for transcription factors with DNA-binding activities localized to the nucleus.,Strongly activates for proteins with DNA-binding transcription factor activity and high instability indices.
layer_5_neuron_156,"""Strongly activates for proteins with a significant proportion of beta-sheet structure and low GRAVY scores.""",Strongly activates for proteins with a high charge at pH 7 and a significant fraction of beta-sheet structure.
layer_5_neuron_158,"Strongly activates for proteins with a high negative GRAVY score and those involved in chromatin organization and transcription regulation, particularly with zinc ion binding.",Strongly activates for proteins with THAP domains involved in DNA binding and transcriptional regulation.
layer_5_neuron_162,"""Strongly activates for dual-specificity RNA methyltransferases localized in the cytoplasm.""","""Strongly activates for proteins with dual-specificity RNA methyltransferase activity and negative gravy scores."""
layer_5_neuron_154,"""Strongly activates for proteins with negative gravy scores and involved in viral genome transport.""","""Strongly activates for proteins with negative gravy scores involved in viral transport and cell-to-cell propagation."""
layer_5_neuron_159,"Strongly activates for proteins with low gravy scores and significant structural fraction distributions, primarily in mitochondrial and cytochrome P450 monooxygenase functions.",Strongly activates for proteins with negative gravy scores and a high proportion of beta-sheet structure.
layer_5_neuron_164,Strongly activates for protein sequences with negative gravy scores and high charge at pH 7.,"Strongly activates for proteins with negative gravy scores and varying molecular weights, indicating hydrophilicity and structural diversity."
layer_5_neuron_170,Strongly activates for sequences with diverse molecular weights and negative gravy scores.,Strongly activates for proteins with negative gravy scores and varying molecular weights.
layer_5_neuron_166,Strongly activates for proteins with moderate to high molecular weights involved in tRNA modification with low gravy scores.,Strongly activates for proteins with high molecular weights involved in tRNA modification.
layer_5_neuron_167,Strongly activates for proteins involved in iron ion binding and cellular response to oxidative stress.,Strongly activates for proteins with iron ion binding functions and negative gravy scores.
layer_5_neuron_165,"""Strongly activates for proteins with moderate to high molecular weights (≥ 21646.84 Da) and negative gravy scores.""","""Strongly activates for proteins with moderate molecular weights, isoelectric points around 6-9, and negative gravy scores."""
layer_5_neuron_143,"""Strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis.""","""Strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis."""
layer_5_neuron_144,Strongly activates for proteins with substantial negative gravy scores associated with biosynthetic processes.,Strongly activates for sequences of proteins with negative gravy scores involved in enzymatic activity related to amino acid biosynthesis and transport functions.
layer_5_neuron_172,Strongly activates for protein sequences with high molecular weights (>28 kDa) and significant RNA/DNA binding functions.,Strongly activates for proteins with a molecular weight around 28-128 kDa and negative gravy scores.
layer_5_neuron_163,"""Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.""","""Strongly activates for multi-pass membrane proteins exhibiting G protein-coupled receptor activity."""
layer_5_neuron_175,"""Strongly activates for protamine proteins with high instability indices and low isoelectric points.""",Strongly activates for sequences of protamines with high instability indices and low hydrophobicity.
layer_5_neuron_168,Strongly activates for proteins with a high charge at pH 7 and significant sheet fraction.,Strongly activates for proteins with significant subcellular membrane localization and diverse biological functions related to transport and ATP binding.
layer_5_neuron_176,Strongly activates for proteins with significant charge at pH 7 and diverse secondary structure compositions.,Strongly activates for secreted proteins with significant acetylcholine receptor inhibition activity and varied hydropathy scores.
layer_5_neuron_174,Strongly activates for tRNA dimethylallyltransferases with mol weights between 31000 to 32000 and high helix fractions.,Strongly activates for proteins with moderate to high molecular weights and negative gravy scores.
layer_5_neuron_169,"""Strongly activates for proteins involved in DNA transposition with a low gravy score.""","Strongly activates for sequences of proteins with high molecular weight, low isoelectric points, and significant helical and sheet fractions."
layer_5_neuron_173,Strongly activates for proteins with a significant proportion of beta-sheet structure and negative gravy scores.,Strongly activates for olfactory receptors with high isoelectric points and varying molecular weights.
layer_5_neuron_171,Strongly activates for proteins with negative gravy scores and high molar masses involved in enzymatic activities.,Strongly activates for moderately unstable proteins with varied secondary structure fractions.
layer_5_neuron_177,Strongly activates for multi-pass membrane proteins with positive gravy scores.,Strongly activates for multi-pass membrane proteins with high isoelectric points and positive charge at pH 7.
layer_5_neuron_184,Strongly activates for proteins with high molecular weights and significant ATP binding activity.,Strongly activates for proteins with ATP binding activity involved in coenzyme A biosynthesis and aromatic amino acid biosynthetic processes.
layer_5_neuron_188,Strongly activates for proteins with negative gravy scores and a high charge at pH 7.,"""Strongly activates for sequences with low gravy scores and high charge at pH 7."""
layer_5_neuron_190,Strongly activates for sequences of multi-pass membrane proteins with varying isoelectric points and significant turn and sheet fractions.,Strongly activates for sequences of multi-pass membrane proteins with varying isoelectric points and hydrophobic properties.
layer_5_neuron_186,Strongly activates for sequences of proteins with negative gravy scores and significant helix fractions.,Strongly activates for sequences of secreted proteins with negative gravy scores.
layer_5_neuron_178,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity and high molecular weight.
layer_5_neuron_191,"""Strongly activates for proteins with negative gravy scores involved in cellular structural functions.""",Strongly activates for proteins with negative gravy scores involved in cellular processes and structural functions.
layer_5_neuron_181,Strongly activates for proteins with ATP binding function and high charge at pH 7.,Strongly activates for proteins involved in ATP binding with high helix and sheet fractions.
layer_5_neuron_196,"Strongly activates for proteins with negative gravy scores and high charge at pH 7, often related to nicotinate-nucleotide adenylyltransferase activity.",Strongly activates for proteins involved in NAD biosynthesis with negative or near-zero gravy scores.
layer_5_neuron_193,"Strongly activates for proteins with high molecular weight, involved in viral genome transport and integration processes.",Strongly activates for movement proteins involved in viral genome transport across host cell membranes.
layer_5_neuron_185,Strongly activates for proteins with negative gravy scores and varying isolectric points.,"""Strongly activates for proteins with a low gravy score and significant helical and sheet fractions."""
layer_5_neuron_180,Strongly activates for multi-pass membrane proteins involved in transmembrane transport processes.,Strongly activates for multi-pass membrane proteins involved in transport processes.
layer_5_neuron_187,Strongly activates for cytochrome P450 monooxygenases involved in secondary metabolite biosynthesis with varying hydrophobicity and isoelectric points.,"Strongly activates for proteins with high charge at pH 7 and varying helical, turn, and sheet fractions."
layer_5_neuron_199,"""Strongly activates for sequences of proteins with negative gravy scores and molecular weights above 29 kDa.""","""Strongly activates for sequences of proteins with a high molecular weight (>29 kDa) and a negative gravy score."""
layer_5_neuron_198,Strongly activates for secreted dermonecrotic toxins with negative gravy scores.,Strongly activates for secreted dermonecrotic toxins with negative gravy scores involved in lipid catabolic processes and phosphodiester hydrolysis.
layer_5_neuron_183,Strongly activates for proteins with significant instability indices and varied isoelectric points.,Strongly activates for proteins with high molecular weight and significant turns and sheets in their secondary structure.
layer_5_neuron_197,Strongly activates for proteins involved in tRNA processing with high molecular weights and negative gravy scores.,Strongly activates for proteins with a high molecular weight and negative gravy scores.
layer_5_neuron_192,Strongly activates for proteins with high molecular weight and significant helix and sheet fractions.,"Strongly activates for proteins with significant roles in membrane-related functions and a diverse secondary structure composition, notably with high sheet fractions."
layer_5_neuron_201,"""Strongly activates for multi-pass membrane proteins with high molecular weight and significant helical content.""",Strongly activates for multi-pass membrane proteins with significant hydrophobicity and involvement in transport functions.
layer_5_neuron_195,Strongly activates for proteins with high charge at pH 7 and low gravy scores.,Strongly activates for proteins with high molecular weight and significant negative charge at pH 7.
layer_5_neuron_179,Strongly activates for proteins with a high charge at pH 7 involved in DNA replication initiation.,Strongly activates for proteins involved in DNA replication initiation with similar molecular weights and isoelectric points around 7.9.
layer_5_neuron_189,"Strongly activates for proteins with negative gravy scores and significant charge at pH 7, involved in NAD biosynthesis.",Strongly activates for proteins with negative gravy scores involved in NAD biosynthesis and iron ion binding.
layer_5_neuron_182,Strongly activates for proteins with tryptophan synthase activity and negative gravy scores.,Strongly activates for protein sequences with tryptophan synthase activity involved in amino-acid biosynthesis.
layer_5_neuron_202,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with high charge at pH 7 and a significant fraction of beta sheets.
layer_5_neuron_203,Strongly activates for proteins with a high molar mass and negative gravy scores.,"""Strongly activates for proteins with low gravy scores and moderate to high helix and sheet fractions."""
layer_5_neuron_208,"""Strongly activates for secreted proteins with carbohydrate binding functions.""","""Strongly activates for secreted proteins with carbohydrate binding functions."""
layer_5_neuron_204,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.,Strongly activates for multi-pass membrane proteins with G protein-coupled receptor activity.
layer_5_neuron_207,"""Strongly activates for proteins with high charge at pH 7 and significant helical structure.""",Strongly activates for sequences with high charge at pH 7 and significant helix and sheet fractions.
layer_5_neuron_206,Strongly activates for proteins with a high molecular weight and a significant presence of sheet structures.,"""Strongly activates for proteins with a high charge at pH 7 and significant sheet fractional content."""
layer_5_neuron_200,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""",Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_5_neuron_209,Strongly activates for proteins with a high charge at pH 7 and low hydrophobicity.,Strongly activates for proteins with negative gravy scores and significant helix and sheet fractions.
layer_5_neuron_210,"Strongly activates for proteins with varying molecular weights, predominantly involved in enzymatic activities related to steroid biosynthesis and RNA polymerase function.","Strongly activates for proteins with diverse molecular weights and negative gravy scores, indicating a variety of structural and functional roles within cellular processes."
layer_5_neuron_205,Strongly activates for proteins with a moderate to low isoelectric point and significant helix fraction.,Strongly activates for proteins with negative gravy scores and a high sheet fraction.
layer_5_neuron_217,Strongly activates for proteins with low gravy scores and diverse secondary structure fractions.,Strongly activates for sequences of proteins involved in quorum sensing with low gravy scores.
layer_5_neuron_216,Strongly activates for proteins with high molecular weight and negative gravy scores.,Strongly activates for proteins with high molecular weight and negative gravy scores.
layer_5_neuron_194,Strongly activates for proteins with negative gravy scores and a significant proportion of sheet structure.,"Strongly activates for proteins with negative gravy scores and varying degrees of helix, turn, and sheet fractions."
layer_5_neuron_213,"""Strongly activates for proteins with high molecular weight and negative gravy scores.""",Strongly activates for proteins with a high charge at pH 7 and negative gravy scores.
layer_5_neuron_211,Strongly activates for proteins involved in membrane targeting with a high charge at pH 7.,Strongly activates for proteins with high charge at pH 7 and significant sheet fraction.
layer_5_neuron_215,Strongly activates for multi-pass membrane proteins with high molecular weight and significant charge at pH 7.,Strongly activates for multi-pass membrane proteins with high isoelectric points and positive GRAVY scores.
layer_5_neuron_219,Strongly activates for proteins exhibiting endonuclease activity with negative gravy scores.,Strongly activates for proteins with endonuclease activity and negative gravy scores.
layer_5_neuron_214,Strongly activates for proteins with negative gravy scores involved in membrane transport or enzymatic functions.,"Strongly activates for proteins with negative gravy scores and varied helix, turn, and sheet fractions."
layer_5_neuron_212,Strongly activates for proteins with serine-type endopeptidase activity involved in proteolysis.,Strongly activates for proteins involved in proteolysis with serine-type endopeptidase activity.
layer_5_neuron_226,Strongly activates for proteins with negative gravy scores and high charge at pH 7.,Strongly activates for proteins with low gravy scores and high charge at pH 7.
layer_5_neuron_227,Strongly activates for proteins with negative gravy scores and instability indices above 30.,Strongly activates for sequences with high molecular weight and low isoelectric point.
layer_5_neuron_225,"""Strongly activates for effector proteins involved in bacterial evasion from host autophagic pathways.""","""Strongly activates for effector proteins involved in bacterial evasion from host autophagic pathways."""
layer_5_neuron_221,"Strongly activates for proteins with high molecular weight and significant helicity, often involved in ribosomal structure or viral DNA integration.",Strongly activates for sequences of proteins with high isoelectric points and significant helix fractions.
layer_5_neuron_218,Strongly activates for proteins with high molecular weights and negative gravy scores.,Strongly activates for proteins with high molecular weights and negative gravy scores.
layer_5_neuron_230,Strongly activates for proteins with high molecular weight and a significant presence of helical and sheet structures.,"Strongly activates for proteins with high molecular weights and complex secondary structures, specifically featuring significant helix and sheet fractions."
layer_5_neuron_224,"""Strongly activates for proteins with a high proportion of beta-sheet structures and negative gravy scores.""",Strongly activates for proteins with significant membrane localization and diverse cellular functions.
layer_5_neuron_229,Strongly activates for secreted proteins with carbohydrate binding functions and negative gravy scores.,Strongly activates for glycoproteins involved in carbohydrate binding with high charge at pH 7.
layer_5_neuron_222,"""Strongly activates for proteins with low gravy scores involved in electron transport or ribosome assembly.""",Strongly activates for proteins with negative gravy scores and high charge at pH 7.
layer_5_neuron_228,"""Strongly activates for proteins with significant roles in flagellar biosynthesis and DNA replication initiation.""","Strongly activates for proteins with high helical and sheet fractions, involved in membrane and DNA replication processes."
layer_5_neuron_220,"Strongly activates for proteins with significant roles in tRNA modification, particularly those with ATP binding and tRNA dimethylallyltransferase activity.",Strongly activates for tRNA modification proteins with varying molecular weights and isoelectric points.
layer_5_neuron_234,Strongly activates for proteins with low gravy scores and high charge at pH 7.,"Strongly activates for secreted proteins related to enzymatic functions, particularly those with high charge at pH 7 and low hydrophobicity."
